Item ID,Sentiment,SentimentText,Cleaned_Text,Keywords,Category,Department
745,4,RT @princebiet: 2 hours journey completed in 6 hrs excluding waiting time 3-5hrs.u should take responsibility mostly trains late 5tâ¦ ,rt hour journey completed hr excluding waiting time hrsu take responsibility mostly train late,"late, rt, time, train",Train Delays & Cancellations,Operations Control
747,4,@sureshpprabhu @RailMinIndia Train no-12488(semanchal)From -Anvt to PatnaRunning very late(4 to 9 hrs) on daily basis.plz do the needful.,train nosemanchalfrom anvt patnarunning late hr daily basisplz needful,"late, train",Train Delays & Cancellations,Operations Control
749,4,@RailMinIndia again train late by an hour https://t.co/W1YPmaCj4N,train late hour,"late, train",Train Delays & Cancellations,Operations Control
751,4,RT @kautilyadutt: #NTES National Train enquiry system is not updating #Mumbai Localtrain running info properly @Central_Railwayâ¦,rt national train enquiry system updating localtrain running info properly,"rt, train",Cleanliness Issues,Housekeeping Department
758,4,@RailMinIndia very dirty kamakhaya plateform no 4 see d mentally retaired people n bagger at plateform no cleaning https://t.co/0YmVAkeUul,dirty kamakhaya plateform see mentally retaired people n bagger plateform cleaning,,Cleanliness Issues,Housekeeping Department
759,4,@RailMinIndia I'm on train 02366 ANVT Patna Suvidha with dynamic fare. Paid Rs 1800/- for SL with no pantry &amp; this train is late!,im train anvt patna suvidha dynamic fare paid r sl pantry amp train late,"amp, late, train",Train Delays & Cancellations,Operations Control
789,4,@sureshpprabhu @RailMinIndia Train no 12485 currently delayed by 2 hours. I hve connectng train 12055 to catch frm new delhi station. HELP,train currently delayed hour hve connectng train catch frm new delhi station help,"help, station, train",Infrastructure Problems,Engineering & Maintenance
792,4,"@RailMinIndia @KonkanRailway @GM_CRly @PiyushGoyal my sister is traveling by train no 50106, train is 3 hours late.â¦ https://t.co/8xfkCfxZ8E",sister traveling train train hour late,"late, train",Train Delays & Cancellations,Operations Control
795,4,@RailMinIndia @PiyushGoyal sir what about the matter that i tweeted you... Still no progress in resuming train no 54212..,sir matter tweeted still progress resuming train,"sir, train",Cleanliness Issues,Housekeeping Department
451,4,@sureshpprabhu @RailMinIndia The local train service is very bad on harbor line no place for commuters. Please help https://t.co/FhYqNTO89W,local train service bad harbor line place commuter please help,"help, please, train",Catering & Food Quality,Food & Catering Services
455,4,@RailMinIndia sir train no 12276 is running late by 5 hrs. There is no provision for even getting tea on board. What a passenger can do,sir train running late hr provision even getting tea board passenger,"late, sir, train",Overcrowding,Operations & Scheduling
456,4,"@railminindia train number 13288 is delayed by about 3 hours, but NTES says its on time and has reached.",train number delayed hour ntes say time reached,"time, train",Train Delays & Cancellations,Operations Control
459,4,@RailMinIndia  No one taking responsibility either at NDLS or BZA. It was supposed to be delivered on 4th. My work is suffering.,one taking responsibility either ndls bza supposed delivered th work suffering,,Cleanliness Issues,Housekeeping Department
460,4,You let me in trouble @RailMinIndia my train got cancelled without any information...my journey is stuck in betweenâ¦ https://t.co/PCHxmHOmsf,let trouble train got cancelled without informationmy journey stuck,train,Ticketing Issues,Ticketing & Reservations
1091,4,@RailMinIndia bhopal by 2.40hrs.and arrived at jhansi at 2.18hrs. And now it is going to much late as it is moving towards Lucknow.Pls check,bhopal hrsand arrived jhansi hr going much late moving towards lucknowpls check,late,Train Delays & Cancellations,Operations Control
1093,4,@RailMinIndia @sureshpprabhu @TheDarjChron sir plz make sure that dhr is not neglected cz later it might become a parking lot,sir plz make sure dhr neglected cz later might become parking lot,"plz, sir",Train Delays & Cancellations,Operations Control
1099,4,@RailMinIndia @GM_NRly 04403 anand vihar Haridwar express stopped @ sahibabad rly stn since 30 Min. Pls do something.,anand vihar haridwar express stopped sahibabad rly stn since min pls something,,Catering & Food Quality,Food & Catering Services
1103,4,@RailMinIndia @nerailwaygkp train no. 12492 is delayed by more than 2 hr in between of Burwal junction to Gonda junction.,train delayed hr burwal junction gonda junction,train,Train Delays & Cancellations,Operations Control
242,4,@RailMinIndia @sureshpprabhu sir please delay the train by 10 min please,sir please delay train min please,"please, sir, train",Train Delays & Cancellations,Operations Control
1112,4,@RailMinIndia train 12833 date 3.12.2017 is in correct time or delayed plz inform me because I got some msg but no update online,train date correct time delayed plz inform got msg update online,"plz, time, train",Train Delays & Cancellations,Operations Control
1118,4,@RailMinIndia @WesternRly adi-ptn dmu never comes on time. It always runs late by 01 hrs in noon. Consider our train as primary route.Thanks,adiptn dmu never come time always run late hr noon consider train primary routethanks,"late, time, train",Train Delays & Cancellations,Operations Control
415,4,"@RailMinIndia My train 12308, in 2 hours from SSM Jn, Cant get any running status aur cancellation info. What to do",train hour ssm jn cant get running status aur cancellation info,train,Ticketing Issues,Ticketing & Reservations
418,4,@RailMinIndia @sureshpprabhu train overtaking dis suvidha train inspite being double track train being stopped 4 hours n train is psssed,train overtaking dis suvidha train inspite double track train stopped hour n train psssed,train,Infrastructure Problems,Engineering & Maintenance
1123,4,@RailMinIndia @BhusavalDivn May I expect Reasons before I get down from this train at Thane or may I expect after câ¦ https://t.co/uMa1BYqksY,may expect reason get train thane may expect c,train,Cleanliness Issues,Housekeeping Department
1126,4,@RailMinIndia UTS application not working properly. Taking wrong birth Date. Nt giving alerts after expired of pass. Taking next days date.,ut application working properly taking wrong birth date nt giving alert expired pas taking next day date,working,Catering & Food Quality,Food & Catering Services
197,4,@RailMinIndia why train status not shown on NTES when train is running delay b/w Mughalsarai and Allahabad. Much frustrated.,train status shown ntes train running delay bw mughalsarai allahabad much frustrated,train,Train Delays & Cancellations,Operations Control
200,4,"@RailMinIndia @RailwayNorthern @PiyushGoyalOffc this winter no fog now a days, still so late trains. It looks staffâ¦ https://t.co/x0ATy1Fd28",winter fog day still late train look staff,"late, train",Train Delays & Cancellations,Operations Control
206,4,@DRMbhopal @RailMinIndia @BhusavalDivn Could u all confirm at what time train will be reaching mumbai? @PiyushGoyalâ¦ https://t.co/Ko6SMCV4My,could u confirm time train reaching mumbai,"time, train",Cleanliness Issues,Housekeeping Department
208,4,@RailMinIndia @bbiswajit88 Details not available pls.,detail available pls,,Cleanliness Issues,Housekeeping Department
846,4,@RailMinIndia @sureshpprabhu @piyushurfriend @IR_EDCHG @drmncrald @drmdelhi 12501 is gettin furthr late aftr Kanpur.Late 10:30 hrPls care.,gettin furthr late aftr kanpurlate hrpls care,late,Train Delays & Cancellations,Operations Control
161,4,@RailMinIndia @sureshprabhubjp Sir 12944 is running late by 1 and half hour..please help us,sir running late half hourplease help u,"help, late, sir",Train Delays & Cancellations,Operations Control
1181,4,@sureshpprabhu sir please review the time table of 14236 bnaras bareiley exp its become bullock cart and running 3 hrs late .@RailMinIndia,sir please review time table bnaras bareiley exp become bullock cart running hr late,"late, please, sir, time",Train Delays & Cancellations,Operations Control
1184,4,"@sureshpprabhu @RailMinIndia Another tweet, same issue, Why train # 12411 is delayed at Ludhiana every single day by 35-40 mins. Today again",another tweet issue train delayed ludhiana every single day min today,train,Train Delays & Cancellations,Operations Control
785,4,@RailMinIndia pls see how the train at #Kerala delayed. 12696 TVC MAS SF (schde6.30 pm Kollam) arrived station at 6â¦ https://t.co/HOTOG8HuwO,pls see train delayed tvc ma sf schde pm kollam arrived station,"station, train",Infrastructure Problems,Engineering & Maintenance
851,4,@RailMinIndia  @sureshpprabhu why train 12948 is standing at naini jn for 2 hours. Some one must be accountable for delay of train.,train standing naini jn hour one must accountable delay train,train,Overcrowding,Operations & Scheduling
859,4,@RailMinIndia  ?????? ??? ?? ?????? ?? ??? ????? ??? ???? ?? ?? ????? ???? ?? ??????#FearOfDelayed,,,Cleanliness Issues,Housekeeping Department
1153,4,"@sureshpprabhu @RailMinIndia PNR:6153238504 Train 1.5 hour late departure, Coach S8 brake chains not working. My brother fell, now injured.",pnr train hour late departure coach brake chain working brother fell injured,"coach, late, pnr, train, working",Train Delays & Cancellations,Operations Control
830,4,"@RailMinIndia @sureshpprabhu Sir,It's 20'10. I've been waiting for train 21126 for last 1 hr.Actual arrival 19:30.NO ANNOUNCEMENTS FOR DELAY",sirits ive waiting train last hractual arrival announcement delay,train,Train Delays & Cancellations,Operations Control
832,4,@sureshpprabhu @RailMinIndia @meerasanyal complete mess at western track in mumbai..trains r coming late..over crowded..,complete mess western track mumbaitrains r coming lateover crowded,,Infrastructure Problems,Engineering & Maintenance
833,4,@RailMinIndia rajdhani even getting so late,rajdhani even getting late,late,Train Delays & Cancellations,Operations Control
176,4,@RailMinIndia @sureshpprabhu rain no.  05514 worst den summer special we r geting this kind of suvida in suvidha train mre den 8hrs late,rain worst den summer special r geting kind suvida suvidha train mre den hr late,"late, train",Train Delays & Cancellations,Operations Control
151,4,RailMinIndia @bbiswajit88 Details not available pls.,railminindia detail available pls,,Cleanliness Issues,Housekeeping Department
154,4,"@DRMbhopal @RailMinIndia @BhusavalDivn Train departed from itarsi but concerned is delay, what if I miss flight dueâ¦ https://t.co/UyQIYzIFcJ",train departed itarsi concerned delay miss flight due,train,Train Delays & Cancellations,Operations Control
797,4,@RailMinIndia sir..the train status is bit confusing.. https://t.co/1Y83dnU9A8,sirthe train status bit confusing,train,Cleanliness Issues,Housekeeping Department
438,4,"@RailMinIndia railway is making mockery of its passengers through So called Suvidha express, unnecessarily running late, for what ( 1/2)",railway making mockery passenger called suvidha express unnecessarily running late,"late, railway",Overcrowding,Operations & Scheduling
159,4,@sureshpprabhu @RailMinIndia Sealdah Delhi Rajdhani 12313 is running 3 hrs late. Pls do something abt it as its urgent to reach Delhi.,sealdah delhi rajdhani running hr late pls something abt urgent reach delhi,late,Train Delays & Cancellations,Operations Control
421,4,@RailMinIndia varanasi sealdah upper india exp is getting too late everyday. We r so much depending on this train.pls solve this problem sir,varanasi sealdah upper india exp getting late everyday r much depending trainpls solve problem sir,"late, sir",Train Delays & Cancellations,Operations Control
422,4,"@RailMinIndia @GM_NRly filed TDR on 1st may, no response till now. The train was diverted,  why so much delay in response. PNR#8646785551",filed tdr st may response till train diverted much delay response pnr,"pnr, train",Train Delays & Cancellations,Operations Control
424,4,@RailMinIndia Loss Rupees 2500 on Monday due to 2.5 hrs latency in Jbp-Ind express. Very bad. Late without any reason. Got late in ofc,loss rupee monday due hr latency jbpind express bad late without reason got late ofc,late,Train Delays & Cancellations,Operations Control
809,4,Booked goods as luggage on 15 Nov from #Jalpaiguri from @RailMinIndia  to be sent to #Jammu.Goods still not despatâ¦ https://t.co/xf2DO1uwvo,booked good luggage nov sent good still despat,,Ticketing Issues,Ticketing & Reservations
812,4,@RailMinIndia  just starting rain central line is running late.great arrangements by Mumbai local train service.hats off,starting rain central line running lategreat arrangement mumbai local train servicehats,train,Train Delays & Cancellations,Operations Control
813,4,@sureshpprabhu @RailMinIndia the flagship trains like Duronto are delayed platform is changed last minute total anarchy,flagship train like duronto delayed platform changed last minute total anarchy,train,Infrastructure Problems,Engineering & Maintenance
817,4,"@sureshpprabhu @RailMinIndia attend WBPCL Civil Engg paper at Kolkata at 12/06/16 at 11 AM. Train no 13132, late 8 hours. Can I get any help",attend wbpcl civil engg paper kolkata train late hour get help,"help, late, train",Train Delays & Cancellations,Operations Control
818,4,@sureshpprabhu @RailMinIndia @drmdelhi @srdomchgdli 54011 stuck between Bijwasan &amp; GGN .Regular late running train. https://t.co/MzckRYlMG7,stuck bijwasan amp ggn regular late running train,"amp, late, train",Train Delays & Cancellations,Operations Control
819,4,@RailMinIndia when train number 22481 is coming at 8.50 am so why train number 22482 is late by 2.15 hours https://t.co/y17VHb8J4A,train number coming train number late hour,"late, train",Train Delays & Cancellations,Operations Control
824,4, I want to draw your attention about train running late. I've reservation on 13006 train. Yday this tâ¦ https://t.co/OEeuzFeHgh,want draw attention train running late ive reservation train yday,"late, train",Ticketing Issues,Ticketing & Reservations
825,4,@RailMinIndia Pnr8647770808 very bad situation..all unreserved passengers sitting in resrvation coach causing inconvinience to passengers,pnr bad situationall unreserved passenger sitting resrvation coach causing inconvinience passenger,"coach, pnr",Overcrowding,Operations & Scheduling
826,4,@RailMinIndia train no-14312 has started 10 hours late itself.It has caused immense inconvenience and loss. Pnr-8747962829(1/2),train started hour late itselfit caused immense inconvenience loss pnr,"late, pnr, train",Train Delays & Cancellations,Operations Control
1323,4,@RailMinIndia @sureshpprabhu why train#18202 always runs late. this train has a history of running late. Currently 4 hrs late.,train always run late train history running late currently hr late,"late, train",Train Delays & Cancellations,Operations Control
14,4,@RailMinIndia  update:- today intercity 12930 late 16 min?,update today intercity late min,late,Train Delays & Cancellations,Operations Control
18,4,@RailMinIndia Train has departed Varanasi and will be reaching Chunar in few minutes and then Mirzapur.,train departed varanasi reaching chunar minute mirzapur,train,Cleanliness Issues,Housekeeping Department
32,4,@RailMinIndia what's the reason behind the delay of 9 hours of 14312 ala hazrat exp. We had to go back home from station.,whats reason behind delay hour ala hazrat exp go back home station,station,Infrastructure Problems,Engineering & Maintenance
1334,4,@sureshpprabhu @RailMinIndia @drmdelhi @srdomchgdli Prabhu ko tweet karte Hi 54011 5 min or late pahle 33 min thi ab 38 ho gai.Thanks,prabhu ko tweet karte hi min late pahle min thi ab ho gaithanks,late,Train Delays & Cancellations,Operations Control
1335,4,@RailMinIndia the app has serious problem a delay of more than 30 mins is reported 1 min late.@sureshpprabhu https://t.co/wrEBGoKKDT,app serious problem delay min reported min late,late,Train Delays & Cancellations,Operations Control
1339,4,@RailMinIndia @sureshpprabhu: y can't railway inform beforehand abt any delay#my old parents r forced to wait @HJP for train no 12561 1/2,cant railway inform beforehand abt delay old parent r forced wait train,"railway, train",Train Delays & Cancellations,Operations Control
37,4,@RailMinIndia @sureshpprabhu  frm Jbp to Patna pnr 83478 48608.will this reach on time?It is ruing like pasr not SF :(.tol disappointing,frm jbp patna pnr reach timeit ruing like pasr sf tol disappointing,pnr,Cleanliness Issues,Housekeeping Department
41,4,@sureshpprabhu @RailMinIndia   train no. 12497 stuck at bhodwal st. And no one to help . No one is telling the reasone for delay . PL. HELP,train stuck bhodwal st one help one telling reasone delay pl help,"help, train",Train Delays & Cancellations,Operations Control
42,4,@RailMinIndia Railway was never been so irresponsible. so called fake development is happening. railway was never been so irresponsible. ????,railway never irresponsible called fake development happening railway never irresponsible,railway,Cleanliness Issues,Housekeeping Department
47,4,"@RailMinIndia it means make extra late a train running late by 3.00 hrs. In summer season, not in winter when too much fog was in atmosphere",mean make extra late train running late hr summer season winter much fog atmosphere,"late, train",Train Delays & Cancellations,Operations Control
50,4,@RailMinIndia @srdcmbsb @gmner_gkp Pls tell me T. no 55150 will originate today from BCY or not?,pls tell originate today bcy,,Cleanliness Issues,Housekeeping Department
610,4,@RailMinIndia @sureshpprabhu @piyushurfriend @IR_EDCHG @drmncrald @drmdelhi 12501 is gettin furthr late aftr Kanpur.Late 11:30 hrPls care.,gettin furthr late aftr kanpurlate hrpls care,late,Train Delays & Cancellations,Operations Control
585,4,@sureshpprabhu delaying an already delayd train has bcum such #anindianrailwaysthing. Waiting for train 16360 for 5 hours now @RailMinIndia,delaying already delayd train bcum waiting train hour,train,Train Delays & Cancellations,Operations Control
589,4,RT @princebiet: 2 hours journey completed in 6 hrs excluding waiting time 3-5hrs.u should take responsibility mostly trains late 5tâ¦,rt hour journey completed hr excluding waiting time hrsu take responsibility mostly train late,"late, rt, time, train",Train Delays & Cancellations,Operations Control
1322,4,"@RailMinIndia sir, kindly look into train no 12273, already known to you highly prestigious train but delayed every running by avg. 1.5 -2 h",sir kindly look train already known highly prestigious train delayed every running avg h,"sir, train",Train Delays & Cancellations,Operations Control
609,3,"@RailMinIndia @sureshpprabhu Please insure that every vendor have carry rate list approved by Railways,they are overcharging from passenger",please insure every vendor carry rate list approved railwaysthey overcharging passenger,please,Overcrowding,Operations & Scheduling
608,3,"@sureshpprabhu @RailMinIndia I m traveling  PNR:8348054662, water bottle provided is very hot and nondrinkable kindly help.feeling thristy.",traveling pnr water bottle provided hot nondrinkable kindly helpfeeling thristy,"pnr, water",Infrastructure Problems,Engineering & Maintenance
596,3,@sureshpprabhu @Indianrlyinfo @RailMinIndia @comesum today I ordered a thali in comesum .thali is delivered but there is not a single roti.,today ordered thali comesum thali delivered single roti,,Cleanliness Issues,Housekeeping Department
1359,3,@RailMinIndia travelling from nagpur to newdelhi in trivendrum express. N  m chargd rs90 for a single veg thali by rail caterin. Plz explain,travelling nagpur newdelhi trivendrum express n chargd r single veg thali rail caterin plz explain,plz,Cleanliness Issues,Housekeeping Department
1357,3,@RailMinIndia Train is with no pantry &amp;they were unable to find milk in ALD Could u please help Next stop is Satnaâ¦ https://t.co/IuU9c2arbi,train pantry ampthey unable find milk ald could u please help next stop satna,"help, please, train",Cleanliness Issues,Housekeeping Department
979,3,"@RailMinIndia need water for drink,no water bottle available in train plz help...this passenger with her family     2601697248 S8 77",need water drinkno water bottle available train plz helpthis passenger family,"plz, train, water",Overcrowding,Operations & Scheduling
48,3,@RailMinIndia RPF at some serious eating business. Pantry is for them not for passengers. Shri Shakti exp today https://t.co/L7xnUt8d78,rpf serious eating business pantry passenger shri shakti exp today,,Overcrowding,Operations & Scheduling
985,3,"@RailMinIndia railway vendor in sampark kranti selling sprite cold drink for RS 40 but it's mrp is RS 35,",railway vendor sampark kranti selling sprite cold drink r mrp r,railway,Cleanliness Issues,Housekeeping Department
984,3,"@sureshpprabhu @RailMinIndia Just had dinner at 12302 B9 36 &amp; 37. Very poor quality of food,when asked for the menu I was told it's the same",dinner b amp poor quality foodwhen asked menu told,amp,Catering & Food Quality,Food & Catering Services
1346,3,@RailMinIndia @sureshpprabhu  @sureshprabhubjp pnr:6152278232Guilty for travelin in rajdhani with such terible food &amp; horible sanitaries.,pnrguilty travelin rajdhani terible food amp horible sanitaries,"amp, food",Catering & Food Quality,Food & Catering Services
1365,3,@RailMinIndia @sureshpprabhu While travelling on     Train No./Name: 12246 /  DURONTO EXPRES.Supervisor forced us to drink hot water.,travelling train noname duronto expressupervisor forced u drink hot water,"train, water",Infrastructure Problems,Engineering & Maintenance
1333,3,@RailMinIndia to improve hygiene &amp; sanitation before it starts offering food. One cannot eat good food amidst stench https://t.co/7JYfem1Btc,improve hygiene amp sanitation start offering food one eat good food amidst stench,"amp, food",Cleanliness Issues,Housekeeping Department
1351,3,@RailMinIndia standard meals charging Rs 100 in 12194 train .my pnr no 8420297219,standard meal charging r train pnr,"pnr, train",Catering & Food Quality,Food & Catering Services
178,3,@RailMinIndia launches optional catering scheme in two premier trainshttps://t.co/JS5GPqU4To,launch optional catering scheme two premier train,train,Catering & Food Quality,Food & Catering Services
1347,3,"@RailMinIndia PNR-2119051082Trn:12910Dt:08-06-2016P1-J4,29name: praveen i boarding  from NZM to BRC  No food service was provided..",pnrtrndtpjname praveen boarding nzm brc food service provided,food,Catering & Food Quality,Food & Catering Services
17,3,"@RailMinIndia Sir, ?? ?????? ????? ?????? ?? ?????????? ?? 6 ?? water point ???? ???? ??? ?? ??? ???  ?????? ??????. https://t.co/sMfHUZdN2U",sir water point,"sir, water",Catering & Food Quality,Food & Catering Services
821,3,@RailMinIndia Meals on wheels horrible food delivrd by Comesum costing 150 @ 22817Asked 4 chhapaties thali but delivrd combination of both.,meal wheel horrible food delivrd comesum costing asked chhapaties thali delivrd combination,food,Catering & Food Quality,Food & Catering Services
811,3,@RailMinIndia (pnr 44201392215) the food quality is very low in this train. Please improve,pnr food quality low train please improve,"food, please, pnr, train",Catering & Food Quality,Food & Catering Services
816,3,"@RailMinIndia @drmbct @sureshpprabhu Sir,vendor in paschim  serves only 3rd standard bad water,refuses 4 rail neer, https://t.co/hCzAcHOUqc",sirvendor paschim serf rd standard bad waterrefuses rail neer,,Catering & Food Quality,Food & Catering Services
806,3,"@RailMinIndia paranthas /rotis are not baked properly. I dont understand why bread cutlets are served in breakfast ,who likes it.",paranthas rotis baked properly dont understand bread cutlet served breakfast like,,Cleanliness Issues,Housekeeping Department
449,3,@RailMinIndia Which city was first to get Water ATM @ rly station?Which cities have installed water ATMs? pls reply ASAP,city first get water atm rly stationwhich city installed water atm pls reply asap,water,Infrastructure Problems,Engineering & Maintenance
441,3,@RailMinIndia @sureshpprabhu . Open corruption is being done by pantry car ppl in train no. 12562 swatantrata senani express.,open corruption done pantry car ppl train swatantrata senani express,train,Cleanliness Issues,Housekeeping Department
445,3,"@RailMinIndia we appreciate the efforts by Rly but ur RPF are menace,all the time they are eating in pantry n passengers don't get service.",appreciate effort rly ur rpf menaceall time eating pantry n passenger dont get service,time,Overcrowding,Operations & Scheduling
147,3,@RailMinIndia @sureshpprabhu at TNDE railway station water cooler not working and not a single source of water a hell of service In 45C,tnde railway station water cooler working single source water hell service c,"railway, station, water, working",Infrastructure Problems,Engineering & Maintenance
192,3,"@sureshpprabhu @RailMinIndia I ordered food through irctc catering from cumshum vendor to luk station, I didn't got food till now, hving kid",ordered food irctc catering cumshum vendor luk station didnt got food till hving kid,"food, station",Catering & Food Quality,Food & Catering Services
193,3,"@RailMinIndia &amp; @drmbrcwr, Pantry car ppl of Train number 12493 are overcharging on food and not providing Menu card. PNR 8535323910, B1 13",amp pantry car ppl train number overcharging food providing menu card pnr b,"amp, food, pnr, train",Catering & Food Quality,Food & Catering Services
829,3,@RailMinIndia @sureshpprabhu Even the superfast trains are not equipped with pantry cars.,even superfast train equipped pantry car,train,Cleanliness Issues,Housekeeping Department
834,3,RT @DeepSaxena20: @RailMinIndia Hello sir mai is time malwa express train number 12919 me hu abhi vendor se food ke rate pucha usneâ¦ ,rt hello sir mai time malwa express train number hu abhi vendor se food ke rate pucha usne,"food, rt, sir, time, train",Catering & Food Quality,Food & Catering Services
171,3,@sureshpprabhu @RailMinIndia @Rajeshbhargav19 Neither cooler working at Platform no 1RE nor water available in tap https://t.co/YJiWMK01yz,neither cooler working platform water available tap,"water, working",Infrastructure Problems,Engineering & Maintenance
866,3,@RailMinIndia Bad quality food catered at KGP into BBS-NDLS rajdhani. It not categoriesed as average standard also. https://t.co/2YLbut9LT9,bad quality food catered kgp bbsndls rajdhani categoriesed average standard also,food,Catering & Food Quality,Food & Catering Services
771,3,@RailMinIndia sir water bottle for rs 20 and tea for 10 at villupuram jn take action,sir water bottle r tea villupuram jn take action,"sir, water",Catering & Food Quality,Food & Catering Services
1190,3,@sureshpprabhu @RailMinIndia @WesternRly Train#12009 C8-12. Found fly in food #unhygenic #unsafe food https://t.co/VZEzNLwutr,train c found fly food food,"food, train",Catering & Food Quality,Food & Catering Services
1186,3,@sureshpprabhu @RailMinIndia @Rajeshbhargav19 Water cooler of platform no 4-5 RE not working. Plz check MCB DOWN https://t.co/eP71zwSkHv,water cooler platform working plz check mcb,"plz, water, working",Infrastructure Problems,Engineering & Maintenance
1175,3,"@sureshpprabhu @RailMinIndia  sir i m in 12394 sampoorna kranti S2 48,catering team is doing coruption ...they r selling Rs15 item in Rs20",sir sampoorna kranti catering team coruption r selling r item r,sir,Catering & Food Quality,Food & Catering Services
184,3,@sureshpprabhu kindly add water bottle in e catering menu. While I order a food of rs40 face problem coz min order amnt is 60. @RailMinIndia,kindly add water bottle e catering menu order food r face problem coz min order amnt,"food, water",Catering & Food Quality,Food & Catering Services
1152,3,"@RailMinIndia @sureshpprabhu I am on 19061 Ramnagar Express An early morning train Without Pantry ,But Food facilities required .",ramnagar express early morning train without pantry food facility required,"food, train",Catering & Food Quality,Food & Catering Services
1147,3,Selling tea of Rs. 10 instead of Rs. 7 and water bottle is selling of local company of Rs 20. PNR 6208706148â¦ https://t.co/d5HlFMqftU,selling tea r instead r water bottle selling local company r pnr,"pnr, water",Catering & Food Quality,Food & Catering Services
854,3,"@RailMinIndia res. Sir, Rewa ?? madhya pradesh ke platform no 1 par jo bhi vendors hai sabhi printed MRP se jyada Rs. Buyers se le rahe hai.",re sir rewa madhya pradesh ke platform par jo bhi vendor hai sabhi printed mrp se jyada r buyer se le rahe hai,sir,Infrastructure Problems,Engineering & Maintenance
852,3,"@sureshpprabhu @RailMinIndia PNR-2318610324, 12304 vry rude rail on wheel caterng,vry late in servce..till nw didnt get dinner",pnr vry rude rail wheel caterngvry late servcetill nw didnt get dinner,"late, pnr",Train Delays & Cancellations,Operations Control
788,3,"@RailMinIndia 12512, vendor is asking more price than actual price list,chappati, egg rice everything high price..looting ppl money",vendor asking price actual price listchappati egg rice everything high pricelooting ppl money,,Cleanliness Issues,Housekeeping Department
787,3,"@RailMinIndia @drmdelhi Quality of food at its worst.PNR:2865039072,TRAIN:12038,DOJ:10-06-16,CC,LDH-NDLS,Dep:16:40,MAITALI+1,C4 45,C4 44",quality food worstpnrtraindojccldhndlsdepmaitalic c,food,Catering & Food Quality,Food & Catering Services
780,3,@bk14564 @NitinSubudhi @RailMinIndia @PiyushGoyal They will not give reply..Doon caterer r habitual offenders n u wâ¦ https://t.co/JijuBdQko2,give replydoon caterer r habitual offender n u w,,Cleanliness Issues,Housekeeping Department
786,3,@pkroy0077 @RailMinIndia veg thali you paid RS50 only,veg thali paid r,,Cleanliness Issues,Housekeeping Department
777,3,"@RailMinIndia  wish the food had not been unpalatable &amp; unhygienic, toilets so unclean. 12006, 9-6-16, C6. Train travel is an ordeal!",wish food unpalatable amp unhygienic toilet unclean c train travel ordeal,"amp, food, toilet, train",Cleanliness Issues,Housekeeping Department
773,3,@RailMinIndia @sureshpprabhu paschim express vendor doesn't give food as per the menu Nd doesn't give rail neer watervendor is Mr aggarwal.,paschim express vendor doesnt give food per menu nd doesnt give rail neer watervendor mr aggarwal,food,Catering & Food Quality,Food & Catering Services
405,3,@RailMinIndia pls do needful to get water in train no. 18104 ( Tata Amritsar exp.) in B1 coach,pls needful get water train tata amritsar exp b coach,"coach, train, water",Catering & Food Quality,Food & Catering Services
1137,3,@RailMinIndia railway is cheating public if anyone reserving from nzm to Bangalore and boarding in jhansi why catering charge  is from nzm,railway cheating public anyone reserving nzm bangalore boarding jhansi catering charge nzm,railway,Catering & Food Quality,Food & Catering Services
1133,3,@RailMinIndia ...dehradun station kae andar...rail neer ke jagah.....bisleri ka paani bik raha hai... please do something...,dehradun station kae andarrail neer ke jagahbisleri ka paani bik raha hai please something,"please, station",Infrastructure Problems,Engineering & Maintenance
412,3,@RailMinIndia @drmdelhi @sureshpprabhu unauthorized vendors selling food beverages and water in train 14645 and taking overprice9451010334,unauthorized vendor selling food beverage water train taking overprice,"food, train, water",Catering & Food Quality,Food & Catering Services
845,3,@RailMinIndia @sureshpprabhu In train no. 12562 swatantrata senani express people from pantry car selling 15 rs water bottle in 20 rs.,train swatantrata senani express people pantry car selling r water bottle r,"train, water",Catering & Food Quality,Food & Catering Services
1180,3,@RailMinIndia pantry staff is not up to the mark in 12708 they are taking 20 rupees for water bottle and not giving back 5 rupees to yatri.,pantry staff mark taking rupee water bottle giving back rupee yatri,water,Staff Behavior & Service,HR & Training
836,3,@sureshpprabhu @RailMinIndia @IRCTC_Ltd train 12015. How does irctc serve pathetic veg cutlet full of breadcrumbs in &amp; out. No taste at all,train irctc serve pathetic veg cutlet full breadcrumb amp taste,"amp, train",Overcrowding,Operations & Scheduling
1192,3,@RailMinIndia @IRCTC_Ltd Vendor simply overcharging for ??? ???. Charging 20 rs instead of 15rs printed MRP. https://t.co/DFog53q7Pk,vendor simply overcharging charging r instead r printed mrp,,Cleanliness Issues,Housekeeping Department
1194,3,"@RailMinIndia, @sureshpprabhu, Sir, Comesum h Nizamuddin has served spoiled food today evening, they should be penalise, pl check &amp; do nedfl",sir comesum h nizamuddin served spoiled food today evening penalise pl check amp nedfl,"amp, food, sir",Catering & Food Quality,Food & Catering Services
1094,3,"@RailMinIndia, here at palanpur Gujarat , vendor name: vasu mal amul parlour I got amul masti dahi for ?25 (1/2)",palanpur gujarat vendor name vasu mal amul parlour got amul masti dahi,,Cleanliness Issues,Housekeeping Department
